"gender","age_60","age_60_70","age_70_80","age_80","bmi_25","bmi_25_30","bmi_30","antibiotics","ever_smoker","pre_comor_Group3_Endocrine","pre_comor_Anemia","pre_comor_Group5_MentalDisorder","pre_comor_Group6_Nervous","pre_comor_Hypertension","pre_comor_Group8_Respiratory","pre_comor_Rheumatism","num_patient"
2,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,4
2,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,3
2,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1
2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,684
2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4
2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,42
2,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,17
2,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,10
2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,3
2,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1
2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
2,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,42
2,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,18
2,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,7
2,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,2
2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2
2,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,2
2,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,43
2,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,2
2,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,2
2,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1
2,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,10
2,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,6
2,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,2
2,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,3
2,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,4
2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,14
2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,2
2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,18
2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,39
2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,34
2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2
2,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,3
2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1
2,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1
2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1
2,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,3
2,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,4
2,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1
2,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,6
2,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,3
2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,315
2,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1
2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,12
2,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,2
2,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1
2,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1
2,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1
2,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,4
2,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1
2,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,4
2,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1
2,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,2
2,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1
2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,6
2,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,4
2,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1
2,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,2
2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,9
2,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1
2,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,8
2,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1
2,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1
2,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,3
2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,3
2,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1
2,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1
2,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1
2,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,3
2,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,2
2,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1
2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,10
2,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,2
2,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1
2,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1
2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,13
2,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,29
2,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,7
2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,8
2,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,2
2,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,11
2,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,3
2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,12
2,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1
2,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,2
2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,34
2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,2
2,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,9
2,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,61
2,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,13
2,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,22
2,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,4
2,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,3
2,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,8
2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
2,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
2,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1
2,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,3
2,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,6
2,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,48
2,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,3
2,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9
2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,42
2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33
2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,15
2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,6
2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,94
2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,2
2,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,3
2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
2,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1
2,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1
2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2
2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,13
2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2
2,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,3
2,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,4
2,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,2
2,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,4
2,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,4
2,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1
2,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1
2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,5
2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
2,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,12
2,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1
2,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,5
2,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,3
2,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,2
2,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,2
2,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,4
2,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,2
2,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,3
2,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,4
2,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1
2,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1
2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4
2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2
2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,7
2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
2,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,4
2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5
2,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1
2,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,2
2,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1
2,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1
2,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1
2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,4
2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2
2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,5
2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2
2,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,5
2,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1
2,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,2
2,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1
2,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1
2,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,2
2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1
2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,3
2,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,4
2,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1
2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24
2,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,14
2,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,17
2,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,6
2,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,3
2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,4
2,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,4
2,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,4
2,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,19
2,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,10
2,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1
2,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,3
2,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,15
2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,38
2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
2,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,16
2,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,6
2,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,18
2,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,11
2,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,4
2,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,2
2,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,3
2,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,4
2,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,3
2,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1
2,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,2
2,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,3
2,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1
2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,10
2,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,8
2,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,2
2,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,9
2,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,3
2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,20
2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,3
2,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,3
2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3
2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,5
2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
2,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,3
2,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1
2,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,3
2,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1
2,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1
2,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1
2,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,3
2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,2
2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
2,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1
2,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1
2,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1
2,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
2,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,3
2,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1
2,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,3
2,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2
2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2
2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,5
2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
2,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1
2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,2
2,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2
2,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
2,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1
2,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,2
2,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1
2,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,2
2,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1
2,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1
2,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
2,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,94
1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2
1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,2
1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1
1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,3
1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,5
1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,3
1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,15
1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1
1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,3
1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,2
1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1
1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,2
1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1
1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1
1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1
1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,3
1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,2
1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1
1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1
1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,5
1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1
1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,2
1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1
1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,2
1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1
1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,2
1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,4
1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1
1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1
1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,5
1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1
1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,2
1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1
1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,2
1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,4
1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1
1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,2
1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,3
1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,2
1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,5
1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1
1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1
1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1
1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,17
1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,257
1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,11
1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,11
1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1
1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,5
1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,14
1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1
1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,3
1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1
1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1
1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1
1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,4
1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,6
1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,6
1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1
1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,3
1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,3
1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,11
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,9
1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,3
1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,11
1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,24
1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,10
1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1
1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1
1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,3
1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,9
1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,23
1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,3
1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1
1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,2
1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,2
1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1
1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,2
1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,11
1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,4
1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1
1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,5
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5
1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1
1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1
1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,2
1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,4
1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,3
1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,3
1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1
1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,2
1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,7
1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,22
1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,11
1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,6
1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,19
1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,4
1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1
1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,19
1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1
1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1
1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1
1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,2
1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,4
1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,12
1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,12
1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,2
1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,3
1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,5
1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,18
1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,17
1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2
1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,16
1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,10
1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,4
1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,13
1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,2
1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,3
1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1
1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1
1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1
1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,9
1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1
1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,2
1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,2
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12
